Age,Annual Income,Credit Score,Loan Amount,Existing Loan,Debt to Income,Has Default
48,42419,607,38469.32034138006,0,0.23185187131647178,1
65,62578,352,9920.927000973785,0,0.5484058050661181,0
32,94991,380,23221.297101596254,0,0.2647698387007685,1
25,141211,668,41208.0098693182,1,0.6889252450944112,0
31,142762,541,26040.666272598362,1,0.42434203997254527,0
40,94599,330,42890.69838733286,0,0.21520478224605294,0
57,20834,660,20384.659492525174,1,0.6152850727076399,1
38,52214,532,48093.6332299296,1,0.2916853275383411,0
33,112934,333,14426.0794312356,0,0.2732844130386267,0
62,143798,542,6721.886524518559,1,0.29646474007089907,0
35,120028,358,44259.19443456883,1,0.5609183489338226,0
64,141286,828,38849.12221776837,0,0.2039277698295689,0
41,22413,377,15439.272668031776,0,0.3290714681565628,0
43,29505,601,49313.372321150324,0,0.11849966367064627,0
42,140681,411,27602.605817083753,0,0.5959759704097646,0
62,122802,712,47797.94480648736,0,0.30443125978420316,0
58,22105,616,27726.29471241497,0,0.24890375188502464,0
46,88104,444,26234.356404708094,0,0.4479359454252996,0
32,148303,317,25211.234171500928,1,0.5229951302508252,0
62,127634,650,20069.387425982757,0,0.5877376223097659,1
18,134897,454,29016.567372944824,1,0.30867096729944077,0
42,78408,805,25364.959787685555,0,0.5873805100894417,0
24,57679,659,6653.609448059936,1,0.3789286002228749,0
26,136908,631,16719.585504057613,1,0.16068536052713495,0
41,134921,827,14590.526004750127,1,0.6077844896294675,0
18,119096,311,44034.60210444799,1,0.4285808692627686,1
61,99731,374,31949.148975207863,1,0.46148174316843127,0
25,132205,511,39365.73952023774,0,0.6624947618168412,0
41,85131,582,48057.171698717626,0,0.4354908909635532,1
28,84280,494,33981.76726368845,0,0.10335011840679341,0
68,35762,329,49217.449613213495,1,0.6223695046018616,0
34,137798,308,19029.382324345832,1,0.270850648194076,0
25,136854,608,13382.023204080224,1,0.4010601524704023,0
52,126830,744,23148.944959681015,0,0.22293196153685213,0
52,78703,609,26185.973672111362,1,0.27819014107298407,0
50,101434,725,45291.26942836633,1,0.5119893088402203,0
22,83079,390,30197.319756650435,0,0.3577440106227484,0
59,41577,755,18148.144973810766,0,0.47627837834883224,0
56,21214,743,38418.54272903844,0,0.5941454147877705,0
58,106339,378,27762.437171258192,1,0.3044932133118071,0
45,68114,774,12295.937537382657,1,0.4410040229956246,0
24,109234,402,30956.89044160635,0,0.5665527360238818,0
26,83230,755,46012.75415632778,1,0.5290739156616248,0
25,143163,613,42918.0177864119,1,0.4239060615891106,0
29,52980,546,31406.4487685899,1,0.33003010643641306,0
51,87194,533,21968.742824824465,1,0.3445011887398105,1
50,97806,534,8914.043797889502,0,0.35988112719775933,1
65,132333,686,26134.20154992307,1,0.3093073173676911,0
40,57792,337,38843.57468883106,1,0.5194453809338188,0
41,65807,460,21212.317387985477,0,0.17524915136309782,0
54,144297,761,15595.107149824898,1,0.680472472430366,0
52,145266,748,46912.08736719291,1,0.567391301182924,1
61,42301,416,41970.00652060966,0,0.2788978313000643,0
57,25141,540,33722.40287390651,1,0.12552854156238138,0
39,136482,325,11155.250476423373,0,0.5267819034273556,0
44,124292,597,11520.897818277786,1,0.5406154269818999,0
52,142984,453,9644.881615510054,1,0.6781735663165459,0
18,33777,767,32733.350010173443,1,0.252223334545099,0
52,58346,348,10200.32584130012,0,0.14963505412253428,0
54,74703,345,42918.223948818486,1,0.6490808546310596,0
64,114977,584,49683.42508186949,1,0.25518942076766515,1
31,67819,381,21485.66831188994,0,0.5329188683943291,0
20,48469,343,25415.143113519385,1,0.13639578269660674,0
18,23845,572,37025.02296435554,1,0.5563508829857001,0
22,130186,693,47171.88528465946,1,0.17621553828228426,0
43,43290,357,45234.21981003733,0,0.5173518088249621,0
31,132551,300,7591.632293743187,0,0.4194058287120429,0
56,50699,515,12608.231115054426,0,0.6732928782803562,0
44,64252,616,38956.87393510065,1,0.12215058584640581,0
26,118682,527,36000.18986146012,0,0.27522924748003486,0
32,23293,772,10994.836731805546,1,0.14170535040054627,0
32,138017,783,27592.906190070546,0,0.6275185811438313,0
43,139496,586,40136.6583988383,0,0.4563406921966646,0
59,129934,810,14845.130701821214,1,0.42098176741473936,0
30,77089,757,44207.943608059984,0,0.17887473526978587,0
68,131964,394,7383.729866916558,0,0.3934193543878305,0
49,36608,792,40198.778828063325,1,0.33922219310548923,1
56,148713,449,32711.850490544162,1,0.28945112088341396,0
66,86273,322,19183.97059944571,1,0.5633133732991565,0
69,36619,514,37441.964675386014,1,0.13676562390006686,0
49,98006,698,40206.46078180218,1,0.48801143641732103,0
21,135399,709,47025.453708678615,1,0.593795818721327,0
47,107908,430,21549.860246941862,1,0.6443843697161946,1
54,101653,447,35870.75311909797,1,0.5475499568532461,1
40,34779,680,32117.73246206109,0,0.2694734073149293,0
56,71040,408,28634.27312556898,1,0.460304476314222,0
62,114830,420,45068.7413369767,0,0.18484216654861318,0
32,76325,594,5142.529136228015,1,0.1702363742468656,0
60,135947,419,17695.022274661897,1,0.4831744852831088,0
46,41630,755,29222.475779517354,0,0.6106645927505217,1
53,125575,829,13023.196773644857,0,0.14034887541977134,0
30,135436,468,45853.994017974124,0,0.16360223927997924,0
49,32178,442,34141.780292585696,1,0.43936438445761417,0
24,39935,336,26504.734758439547,1,0.23092711661160412,0
68,67258,560,41661.579157999455,1,0.46709087366658864,0
39,42784,530,25289.87861592967,1,0.22872629515320392,0
45,83722,553,30139.385536850426,0,0.16988918458363567,0
19,43027,628,5123.794799926445,1,0.4273449892988964,0
59,116544,596,21456.52385877831,0,0.6173170828195712,1
62,77853,309,11245.571255793639,1,0.5110731832903179,1
23,132167,745,36035.9906298031,1,0.5912350825215787,1
45,87359,529,26556.21315390802,0,0.25980110463402895,0
45,92388,835,18579.090076260385,1,0.6315871907782153,1
61,98608,377,26052.45527172841,0,0.3262235047457624,1
61,96669,724,14433.344957810577,1,0.6114686007141961,1
37,35111,492,46628.89846187632,1,0.38270535408923567,1
47,52312,700,7428.768464791085,1,0.26071458841629774,1
28,149321,408,43943.766588325416,1,0.2561552986160758,0
45,44161,562,28011.145493000793,1,0.4406007306187917,0
42,138920,628,32852.59232624678,0,0.14740616212410748,0
56,124823,662,18617.25294089167,1,0.6580337167531052,0
50,145014,677,48501.39275574446,1,0.2628780974191214,0
18,87313,640,17683.293133377043,1,0.30137489070751317,0
44,70374,558,31499.509871313694,1,0.23998093224473965,0
69,44014,634,49703.7517298208,0,0.10180477633643284,0
30,100308,384,44649.24783725506,1,0.5155301420852787,0
58,66389,821,29134.842137874773,0,0.45433174062053416,0
20,130163,607,49566.85353352454,0,0.5857867241182694,0
56,38161,561,36561.643777967656,0,0.12460646407058829,1
23,127800,751,14391.51872638142,0,0.6571933868399922,0
25,27490,550,23251.82946961129,0,0.29853216403621935,0
44,139547,623,20052.200030519794,1,0.6478419175034762,0
26,127197,528,20480.616872203515,0,0.16427888924052372,0
54,44502,596,39220.53977119398,0,0.5463523488817846,1
50,55757,536,31291.831727275712,0,0.44761493885939596,0
68,61111,516,6714.172021528784,0,0.3149147291515504,0
59,118273,545,44485.18176429392,0,0.14748543755981158,1
61,103245,747,18355.826321607405,0,0.4628419059080443,1
41,78645,618,49868.36946109147,1,0.11586392984434786,0
32,130218,731,47938.58286506536,1,0.40076925948760456,0
49,79055,703,47323.88225068843,0,0.46252514547619294,0
49,139815,336,41500.742182878814,0,0.5395142483725132,0
41,28998,641,14927.599925759416,0,0.6948007805349075,1
58,48906,688,28968.47348129519,0,0.25605622810465895,1
69,121026,333,15093.618207123856,0,0.29343389282408505,0
66,90192,338,16685.395501502717,1,0.3046872080853952,0
66,70477,508,32492.829624632483,1,0.538949627115301,0
69,56901,451,6837.509540887852,1,0.6590915609536683,0
29,111271,664,48625.635506931845,1,0.6845942497489352,0
56,72021,498,46340.2927660084,1,0.6674868199348775,1
19,49092,378,22134.54074709739,1,0.627629804629146,1
20,21242,776,28194.01016031109,0,0.6945864242923786,0
66,126843,733,25975.373867049155,0,0.32556743610069816,0
54,21831,331,44698.99003778614,1,0.6689927919992238,0
66,70721,386,35987.08443422499,0,0.556611977437547,0
34,48511,692,17515.00613409604,1,0.20107591571678696,0
66,92782,543,25107.856450938358,1,0.1272791127263214,0
19,117003,531,24303.46890590437,1,0.22869037472219336,0
19,38302,491,48170.08257277634,0,0.5672506745725757,0
45,75568,839,12888.990973158783,0,0.4790181287355305,0
40,23232,569,9030.935178249307,1,0.2346137544080111,1
54,122062,376,44627.84744727606,0,0.5451528726828155,0
49,124301,466,45350.86952776419,1,0.1847933436629218,0
50,71507,583,44228.25895604741,0,0.5931048363152167,0
18,144277,388,27993.961203150036,0,0.5764965855824392,0
36,149999,843,34688.499272125715,1,0.683545582423629,0
19,96508,455,30351.337140244275,1,0.19016773877759088,0
61,133672,549,8125.152172448041,1,0.6439677966487601,0
43,120128,394,31812.57036053251,1,0.3046615982331031,0
49,30683,316,5612.63662652454,0,0.349635918877187,0
23,43664,416,19624.43343006888,1,0.38106703773206163,0
49,122364,632,46953.16591429252,0,0.4761424319215335,0
21,140012,821,18682.03713361134,1,0.6968580220708256,0
28,53172,379,47292.198918991155,0,0.45997528183313996,0
34,103641,731,16256.028071715991,1,0.6560295190242443,0
55,84340,502,19155.300820768964,1,0.2530169212508338,0
41,107236,415,33278.337339734906,1,0.3390469970890898,0
22,31017,519,39273.21377551826,0,0.4026997176631485,0
69,56613,552,27562.449560219782,0,0.2937411938720024,0
51,106130,468,44695.205923737,1,0.686120261778598,0
23,96920,615,6810.818972477866,0,0.5354101323383363,0
39,50348,671,46498.767738546674,1,0.3873288113095361,0
28,36448,455,13833.850995293362,0,0.5507828207258763,0
65,29491,312,44790.743528809515,1,0.38046549944959074,0
33,98648,807,23038.843076887122,1,0.11033519642075562,0
50,141070,764,42474.06751419669,0,0.4259160446862017,0
26,116557,519,35224.949741166274,0,0.475111131256721,0
23,78759,314,12917.373461521795,0,0.6887244512311369,0
33,64553,416,46312.14064466518,1,0.12447570895637061,0
46,20968,630,16048.282571980684,0,0.4072581744730803,0
20,20368,355,15986.305341274958,0,0.1588928540250171,0
37,93960,650,41638.050348682125,0,0.18939754094257627,0
53,55010,431,9764.296500763447,0,0.4662780033810856,0
36,74154,525,14991.615786670714,0,0.23894062735989838,1
43,55851,607,27665.490803947807,1,0.5495044667770147,0
20,142761,774,42371.4662908981,1,0.40851921555716364,0
36,45496,521,11636.778863177038,0,0.23092773109944234,0
37,143568,472,29645.070553055586,1,0.39627500656063896,0
49,147152,639,37005.82663113228,0,0.10052903614487244,0
24,50936,805,43726.78511221781,0,0.6176440261947045,0
69,98858,456,47100.45020909988,1,0.10760702623345769,1
58,87005,450,40308.79615110196,1,0.10420593549530953,0
50,57493,477,34377.27791999008,1,0.4669023659077882,0
57,89795,832,24512.903839074464,1,0.6841125554740497,0
56,56390,411,10044.956938478885,1,0.6135600906123873,1
35,30292,437,36938.17366364846,1,0.25121134755367097,0
57,112377,532,49673.17870139691,1,0.21800008668861143,0
18,48365,631,38154.2267629445,0,0.4756673083800732,1
28,37207,841,5751.999218197682,0,0.5935826482132464,0
45,121735,606,27331.699011882745,0,0.31724720254001787,0
42,42912,460,32659.098461730675,1,0.35941275422024554,0
67,122455,701,36035.33904962794,0,0.1692937082066507,0
40,122517,577,37387.66260203189,0,0.1916958527532155,0
48,100771,619,30114.87985474358,0,0.44101095701561255,0
47,76572,832,15051.214973040813,0,0.16159368744906216,0
59,127293,796,47399.029766444604,1,0.2212276748775406,0
52,119083,662,36349.991044864786,0,0.24080621440713043,0
24,133655,671,15657.801659123426,0,0.36635471992817825,1
33,129346,335,19504.48245216228,0,0.12736717847418175,0
43,39276,602,46486.74517836664,0,0.39986258301576316,0
65,117459,737,44936.83340183011,0,0.6572046438364488,0
69,25534,331,23231.58972611403,1,0.11467819667144358,0
66,112005,485,6723.824989615294,0,0.47859091912447915,0
19,121610,473,7182.381600227218,0,0.6015054190909254,0
18,55670,549,17776.323091327507,0,0.2874765055295063,0
65,82147,578,33310.49987025498,0,0.17891112701153494,0
29,118099,301,31288.758590055284,0,0.12600387256555784,0
22,131695,493,33522.25041247742,0,0.4863418356614815,0
54,56486,465,37277.7337369448,1,0.431340628137441,0
49,85557,409,5856.451411673229,0,0.23757699303519855,0
26,54268,679,9728.851782759928,0,0.5989703845790488,0
58,127338,584,21176.75533222457,1,0.541303811291406,1
52,101335,720,11968.69988847118,1,0.2658572709920699,0
36,46336,412,8389.401914504937,0,0.5520178137187803,0
65,23641,527,33843.39781987993,0,0.24699652810046352,0
33,107132,770,41690.141487099456,1,0.5051604771198165,0
20,52959,827,38868.19958454271,0,0.17112702464432766,1
37,33306,795,41766.79003741306,1,0.5153436779999243,1
41,66182,330,34963.54448260447,0,0.24326465138935616,0
50,94123,461,38090.5394816391,0,0.4434816125450285,1
41,76326,677,17230.044839373557,0,0.20347832011112954,0
69,116895,745,49685.3616327874,1,0.5355801685407714,0
28,41498,726,13242.45445222492,1,0.136527744635831,0
66,90198,803,14652.224347522213,1,0.19925067208163127,0
25,122630,826,18001.482431713106,1,0.2104818879225019,0
53,127369,831,48889.95935479605,0,0.12480615151239914,1
55,47197,819,49472.98652092577,0,0.5470075096961474,0
57,40719,333,40770.21873679239,1,0.6885715028439596,0
37,110201,789,33307.59193518352,1,0.5670386730470094,0
52,128775,722,28402.815883307605,1,0.6163791772734373,0
65,45032,767,48677.93805590806,1,0.1036045962029663,0
42,79624,323,36303.02612862114,0,0.17072197826475594,1
52,98177,515,47512.855774671356,1,0.43541220357691746,0
42,61964,354,19244.785976493076,0,0.6867213308765004,0
46,50028,325,20019.86565213045,1,0.4964277586289222,0
35,131030,580,43462.6067353296,0,0.3244820162428466,0
63,74646,626,11743.471426338247,1,0.18768958328887553,0
35,101187,485,47566.75375832341,0,0.19170141662959045,1
19,28536,794,27836.345959853337,0,0.31765192139007026,1
52,137399,311,46688.6245362664,0,0.5282861184064044,0
33,76747,733,20155.67549266159,0,0.1190915746149464,0
58,65712,507,37218.150686272864,0,0.611306554876983,0
53,26273,432,26729.380488771036,0,0.6649308614138834,0
50,91820,638,33206.16336104629,0,0.6332898763184986,0
21,145342,495,27696.76219126185,0,0.6478161456381357,0
50,111228,561,48520.20278171126,0,0.10920356765095825,1
31,94353,581,36144.742901626276,1,0.6866753895699375,0
38,114491,668,16309.353588184194,1,0.3198142689342093,0
65,112091,402,45935.4614857288,0,0.6215686710191048,0
37,105914,482,18231.338216979697,1,0.21208532241976852,0
25,70830,722,21722.22946853853,1,0.36791544559734213,1
24,126718,308,9595.566410909601,0,0.126498633174386,0
20,37127,543,45498.49339082859,0,0.12404559810569636,0
34,135150,692,17875.041045253834,1,0.6659656604617828,0
50,103488,826,16651.292806912206,0,0.5863639675174235,0
65,31539,336,46411.816909772926,0,0.41789562664827595,0
29,66761,477,41248.7088082265,0,0.4152749041387227,0
68,66219,371,11348.551468371848,1,0.5492527710857118,0
39,34692,651,39619.60267566563,1,0.30500126894229407,0
39,103656,448,46086.48941242058,1,0.5571215655171712,1
63,33334,404,8533.004819483476,0,0.3910050279959635,0
47,48615,520,42134.67477070579,0,0.482750441746879,0
55,27903,673,29633.90233428752,0,0.6788976700618886,1
55,48527,817,35113.885222046025,0,0.3827893345121569,1
62,35629,559,27178.44525072216,0,0.3510427958478701,0
68,141690,598,36401.13882073754,1,0.6434495043648151,0
25,78008,341,6534.403775003895,0,0.6415482969498063,1
44,103276,791,39321.802545047765,1,0.6954512211299054,0
44,119318,738,6500.4664036531285,0,0.4305177995849855,0
51,46708,346,25488.493148630456,1,0.3065569246159617,0
38,30860,384,11793.42469086327,0,0.24423403790662218,0
47,37438,357,42060.842480808824,0,0.12045781417099709,0
50,87300,508,19114.740912905087,0,0.5360371745265313,0
45,149263,547,25434.209507194962,0,0.24008570424126802,1
64,91545,510,24293.78335842402,1,0.4639845311353944,0
50,40842,338,39762.58845581179,0,0.6499554192186372,0
22,80213,551,26651.496190818896,1,0.670128164436716,0
65,62372,712,40503.12507546557,1,0.10264608038818619,0
36,134316,745,8307.872456120385,1,0.2902450188258138,0
21,118971,351,13621.72855563478,0,0.6024268176791361,0
52,88906,673,29819.04123408623,0,0.4218671232109211,0
66,58744,825,47618.97461387127,1,0.5845052400892916,0
34,136082,455,8364.103102480114,0,0.6119939697027628,1
61,77442,841,6938.789727058894,1,0.36557573196479365,0
45,149070,389,12044.780371753506,1,0.3153897628148713,0
47,105990,650,33851.89079870704,0,0.37325995963031533,1
46,141670,368,22954.681250161124,0,0.4916771215745598,0
63,126917,462,42149.85707379588,1,0.320295491732091,0
23,123903,541,8236.991816661463,1,0.5649929732186516,0
52,23650,794,13838.633906661547,0,0.6423956762110133,0
58,65117,682,18501.188245920304,0,0.2693867212952359,0
54,111244,351,33202.85390099534,0,0.6789937865045437,0
41,128198,362,35832.77106356963,1,0.47363514803518636,0
46,72772,808,10589.148228369822,1,0.6269012627318445,1
66,23190,591,47471.211904628275,1,0.16234986116326328,0
63,68113,390,20346.98608355941,0,0.25089948223374325,0
48,28789,723,37092.594335012735,1,0.2926114476595553,0
52,52125,664,28589.347352646448,1,0.28169329070470794,0
50,118695,449,15024.115109619797,1,0.20311669395911913,0
69,37459,570,43080.274540193495,0,0.6209205685148994,0
38,55418,415,41820.71126863685,1,0.35116728477373005,0
49,131904,815,22823.233426251052,0,0.6778781274800728,0
40,67085,540,31487.341356223493,1,0.4500834200740883,0
50,38768,329,16602.15631711729,1,0.18303678138691787,0
20,69961,442,36043.32329358357,0,0.4275428259003743,0
35,101099,625,18906.206567919413,0,0.6961270886345453,0
42,142735,315,42983.54304720057,0,0.43910301225956483,1
59,47885,410,14782.329692477344,1,0.10112160707773757,1
48,107421,406,5666.154026830886,0,0.6598479421542515,1
20,81082,678,17082.86188855633,1,0.24093664367691361,1
57,26895,461,13597.3618906769,1,0.5131174318413739,0
63,70311,582,27872.889787621592,0,0.4090480929732656,0
41,109494,568,14166.648124545934,0,0.2952602541045317,0
67,87067,783,39343.54418237726,0,0.2695837142058332,0
49,91017,372,15861.678710180176,0,0.6572559175042628,0
64,43932,496,36813.5680960695,1,0.6471555375519022,0
39,41360,542,31031.19153561758,1,0.4078809040322675,0
40,74847,558,49381.2435412348,0,0.25509711732108353,0
19,129178,448,49995.543965415425,0,0.16140521930319868,0
44,110365,689,44128.67374927985,1,0.19394582971545138,1
59,105468,715,39199.2516184438,1,0.4133510354443627,0
19,146065,725,22390.538630025818,0,0.28469797634740546,1
43,58931,516,38897.45272090866,1,0.12524088535597402,0
34,75823,385,48050.39916857708,1,0.37310043118666003,0
57,58032,515,6051.990892794987,1,0.5477135754785882,0
50,135919,722,29206.161508898247,1,0.6350170695759925,0
26,101426,619,14809.923697479557,1,0.4511704274098536,1
60,38807,417,30104.43421409827,1,0.5339752743054677,0
65,31767,714,25990.1190391501,1,0.31844228251895945,0
56,28071,339,30909.5861698528,1,0.3977429075301637,0
46,73413,460,29793.29996384259,0,0.5377761139060175,0
59,46149,836,48204.81676258529,1,0.5365949364233766,1
43,35540,719,29848.374902063122,0,0.35471575874170247,0
52,121212,394,43080.44396561903,0,0.42620040493499367,0
67,90248,741,19391.912906038095,0,0.6543132037305817,0
42,141443,765,24714.5309955972,0,0.4791985629659402,0
41,111737,587,26168.606422016444,0,0.48554477541195373,0
30,130494,711,17542.761950092085,1,0.570772175431216,0
24,138571,699,22090.561766507984,0,0.16913373778958368,0
53,105435,827,31933.088576004884,1,0.4137305749892365,0
62,39787,317,31108.449348703958,0,0.6756590417625892,0
37,40982,435,33639.59050580663,1,0.31699623530565935,0
18,139696,763,20831.80619390635,1,0.27695568785325464,0
25,42606,547,19212.417281887567,0,0.4607247793628546,0
63,147560,300,32522.804723937337,1,0.23267165473918205,0
33,30150,680,10978.778679238623,0,0.43356709391418935,0
31,105929,808,16386.4194589463,1,0.19339120651458436,0
29,137423,759,6895.7481628847845,1,0.4478760764187434,0
68,122795,804,8267.488366823607,0,0.4614275101871065,0
40,132223,775,15952.2475667274,1,0.3510402874073577,0
32,66936,331,5878.817613361356,1,0.3296478552632131,0
45,113286,417,16043.476643935768,1,0.24727496704026958,0
51,28593,483,34473.93453779117,1,0.2985533847001566,0
19,37358,490,7749.818531101987,1,0.399007580314818,0
49,102143,373,24653.150500758846,1,0.24859534061746064,0
40,57381,402,46089.89541137972,0,0.5697006780231175,1
39,141465,719,40607.817301643045,1,0.525421144795463,1
68,110347,772,18744.687603268576,0,0.2615835202875973,0
42,48074,413,46616.24656362412,1,0.1584610978609288,0
39,40595,678,19834.09235364762,0,0.10010802339037768,0
39,64194,612,8263.197335190313,1,0.4580313114288933,0
66,69377,629,49732.51805456511,0,0.22681824787218932,0
69,46853,638,44151.013723512726,1,0.10754948206092348,1
59,93719,537,25966.975248549155,0,0.3154511623552136,0
23,40661,472,34986.94358865818,0,0.6771990773904599,0
32,70493,378,35205.26350355016,0,0.5139656845778904,0
60,138724,763,13751.700382870715,1,0.6146582217534748,0
54,126705,800,14002.188491913454,1,0.18684345895643806,0
50,56495,584,26131.13165083216,1,0.14397289277166184,1
25,33703,522,46020.79130619641,0,0.10691785810583349,0
61,73080,565,5449.719868635685,1,0.6733973740116922,0
61,50815,672,40212.753617721166,0,0.28012164121212907,0
22,49565,532,7588.705267159436,1,0.37570296540451487,1
56,83321,535,26519.9951697403,0,0.3367141741610647,0
21,137491,613,33704.27748830644,0,0.5382741612357156,0
23,78453,679,35904.16701871091,0,0.28597892917164586,0
62,108478,719,7631.566862716012,1,0.42127172956843095,0
49,128522,351,23837.16278227857,0,0.6973493589732804,1
69,53161,808,31272.67672260461,1,0.36643813080654175,0
47,75991,504,7972.049178770312,0,0.4307629244198533,0
64,134296,556,11079.25504678894,1,0.4015168373865027,0
52,127339,484,34864.20452768174,0,0.5819116948816193,0
57,29716,444,28473.718846579326,0,0.26010379242014503,0
69,127099,313,12282.289757073075,0,0.20226280968567817,0
33,53349,545,29085.770161163007,1,0.5524558949589172,0
30,67098,486,46071.15680499871,0,0.3493709118211925,0
67,128435,636,5701.441314891376,0,0.6482356053860123,0
59,20132,558,33918.519806863456,1,0.4864955714760386,0
47,71990,339,8314.269557240386,1,0.4386058670270455,1
36,133288,717,5290.224933411538,0,0.1422742328955263,0
34,88921,650,11779.45198972852,1,0.5382471430826787,0
36,56538,308,24030.798433426367,1,0.5116242193077749,0
45,120572,649,41105.47995418788,0,0.48404315469229287,1
43,119279,383,17680.34734720514,1,0.2607457141424143,0
54,125909,832,33155.29455749414,0,0.6680435930046666,0
43,27213,657,23502.0487079888,0,0.29299307621969206,0
40,144693,677,15544.930638470358,0,0.19133857405236057,0
26,64223,471,28141.12014272864,1,0.6923206929610083,1
29,111655,324,40885.902066768045,1,0.5477477674742608,1
18,88371,692,42462.156652526486,0,0.3488721293957088,0
18,88274,402,43093.37893447565,0,0.661549858533224,0
64,127853,535,20235.101564974073,1,0.15467042461971836,0
51,24134,709,40705.522912208886,1,0.15259672985593467,1
49,111428,848,14548.030479900854,0,0.5094706111771513,0
65,59601,631,38229.12955592975,0,0.20678322902730611,0
42,93889,831,47677.29918226775,0,0.6502837091159704,0
57,35690,328,5618.472561093074,1,0.6042155045793225,0
